timestamp_s,watts,timestamp_hr
0.0,0.7343112721571768,0.0
900.0,0.7343112721571768,0.25
1800.0,0.70233381,0.5
2700.0,0.7000003520444474,0.75
3600.0,0.6974163417461793,1.0
4500.0,0.6961283746855537,1.25
5400.0,0.6924078357534909,1.5
6300.0,0.6909305204416986,1.75
7200.0,0.6929952422168915,2.0
8100.0,0.6927287445972218,2.25
9000.0,0.6920652552998727,2.5
9900.0,0.6930986017928928,2.75
10800.0,0.6903679820264902,3.0
11700.0,0.6996624398360964,3.25
12600.0,0.7186291059753985,3.5
13500.0,0.7251781312087697,3.75
14400.0,0.7163283709251851,4.0
15300.0,0.7149197512480623,4.25
16200.0,0.7190739250772309,4.5
17100.0,0.7086629448242909,4.75
18000.0,0.7082133673542123,5.0
18900.0,0.7097170405350625,5.25
19800.0,0.7110849833574546,5.5
20700.0,0.7057282953989987,5.75
21600.0,0.6572486331805849,6.0
22500.0,0.6059463413301488,6.25
23400.0,0.612769334,6.5
24300.0,0.602956166,6.75
25200.0,0.5688142330279305,7.0
26100.0,0.5679051936694496,7.25
27000.0,0.5494486546721347,7.5
27900.0,0.5200963434439695,7.75
28800.0,0.4731763353879029,8.0
29700.0,0.6443691200861378,8.25
30600.0,0.6642614892250894,8.5
31500.0,0.6548971341042281,8.75
32400.0,0.6594046916200451,9.0
33300.0,0.6688386009491472,9.25
34200.0,0.6757365816535228,9.5
35100.0,0.6778589622232721,9.75
36000.0,0.6840797496485816,10.0
36900.0,0.6889210199323165,10.25
37800.0,0.6911355519770639,10.5
38700.0,0.6938247660765954,10.75
39600.0,0.6880468231717545,11.0
40500.0,0.6853892762759151,11.25
41400.0,0.6889083807178914,11.5
42300.0,0.6951512583164542,11.75
43200.0,0.6973237973171891,12.0
44100.0,0.7023348328610136,12.25
45000.0,0.7056514252971429,12.5
45900.0,0.7063448525766153,12.75
46800.0,0.7085318535283439,13.0
47700.0,0.7143525337121871,13.25
48600.0,0.7271402708109781,13.5
49500.0,0.723791039,13.75
50400.0,0.7216606119869248,14.0
51300.0,0.7369742902543868,14.25
52200.0,0.7342821396281229,14.5
53100.0,0.7511025853323298,14.75
54000.0,0.7449771302475652,15.0
54900.0,0.756554307,15.25
55800.0,0.7477836486343771,15.5
56700.0,0.7537324060254119,15.75
57600.0,0.7520675399519076,16.0
58500.0,0.7504834226784817,16.25
59400.0,0.7452234742085242,16.5
60300.0,0.736732478,16.75
61200.0,0.7408710785168151,17.0
62100.0,0.7357052071418795,17.25
63000.0,0.727725203,17.5
63900.0,0.7232797836274042,17.75
64800.0,0.7161524557580649,18.0
65700.0,0.7142271514095928,18.25
66600.0,0.7162886654865457,18.5
67500.0,0.716861654,18.75
68400.0,0.7174791311276771,19.0
69300.0,0.7093313969297504,19.25
70200.0,0.7147326303381561,19.5
71100.0,0.7172641844332462,19.75
72000.0,0.7295668158617741,20.0
72900.0,0.7304515612918709,20.25
73800.0,0.735529872,20.5
74700.0,0.737315093,20.75
75600.0,0.7487769734125113,21.0
76500.0,0.7463928129406208,21.25
77400.0,0.7357712644916186,21.5
78300.0,0.7348104742667038,21.75
79200.0,0.739709531,22.0
80100.0,0.734722812,22.25
81000.0,0.7309559443899113,22.5
81900.0,0.7287364179763126,22.75
82800.0,0.7262955329323374,23.0
83700.0,0.7247029197403284,23.25
84600.0,0.7218421616604239,23.5
85500.0,0.7125435719832462,23.75
